time,open,high,low,close,tick_volume,spread,real_volume
2026-06-28 05:05:00,60164.45,60186.66,60153.71,60180.27,510,1200,0
2026-06-28 05:10:00,60180.27,60198.85,60167.57,60191.24,489,1200,0
2026-06-28 05:15:00,60191.27,60266.93,60142.98,60157.68,1115,1200,0
2026-06-28 05:20:00,60157.69,60157.69,59945.55,60005.65,1899,1200,0
2026-06-28 05:25:00,60005.84,60048.64,59960.81,60026.72,1248,1200,0
2026-06-28 05:30:00,60026.72,60054.31,60013.39,60034.13,1014,1200,0
2026-06-28 05:35:00,60034.13,60063.9,60026.93,60041.33,715,1200,0
2026-06-28 05:40:00,60041.31,60059.22,59998.57,60033.72,973,1200,0
2026-06-28 05:45:00,60044.52,60061.42,60006.39,60030.59,1295,1200,0
2026-06-28 05:50:00,60030.67,60090.03,60030.67,60066.42,766,1200,0
2026-06-28 05:55:00,60055.62,60094.62,60049.75,60049.75,644,1200,0
2026-06-28 06:00:00,60049.81,60118.9,60049.75,60092.05,887,1200,0
2026-06-28 06:05:00,60092.08,60120.75,60078.5,60101.65,629,1200,0
2026-06-28 06:10:00,60101.43,60182.75,60099.45,60159.9,915,1200,0
2026-06-28 06:15:00,60159.89,60182.04,60091.62,60171.24,772,1200,0
2026-06-28 06:20:00,60171.24,60190.27,60149.15,60169.95,890,1200,0
2026-06-28 06:25:00,60169.41,60180.19,60156.47,60163.41,349,1200,0
2026-06-28 06:30:00,60163.48,60192.27,60115.52,60128.84,734,1200,0
2026-06-28 06:35:00,60128.84,60134.16,60095.69,60116.85,655,1200,0
2026-06-28 06:40:00,60116.85,60121.8,60082.56,60096.3,634,1200,0
2026-06-28 06:45:00,60096.56,60120.81,60084.31,60108.67,671,1200,0
2026-06-28 06:50:00,60108.67,60123.13,60058.33,60093.13,608,1200,0
2026-06-28 06:55:00,60093.12,60137.84,60078.01,60111.19,766,1200,0
2026-06-28 07:00:00,60111.26,60129.19,60039.45,60116.25,1012,1200,0
2026-06-28 07:05:00,60116.25,60144.21,60084.28,60115.57,786,1200,0
2026-06-28 07:10:00,60115.56,60133.24,60093.76,60117.02,592,1200,0
2026-06-28 07:15:00,60117.06,60141.67,60101.1,60101.1,692,1200,0
2026-06-28 07:20:00,60101.08,60145.83,60100.53,60132.0,638,1200,0
2026-06-28 07:25:00,60132.03,60146.86,60095.5,60103.07,460,1200,0
2026-06-28 07:30:00,60103.08,60114.2,59984.79,60033.25,893,1200,0
2026-06-28 07:35:00,60033.25,60054.62,60015.55,60031.98,729,1200,0
2026-06-28 07:40:00,60031.95,60088.82,60031.95,60072.51,745,1200,0
2026-06-28 07:45:00,60072.58,60106.17,60060.35,60090.65,693,1200,0
2026-06-28 07:50:00,60090.66,60094.02,60054.3,60054.56,646,1200,0
